canonical_name,display_name,type,occurrences,distinct_works,cross_work,page_refs,name_variants,description
new gloves (without chalk),New Gloves (without chalk),tool,1,liber_juratus,,77-78,,"quote: ""habeas cirothecas novas sine creta factas."""
new knife,new knife,tool,2,kieckhefer_clm849|liber_juratus,yes,211|Sworn Book reference,,function: used to carve or inscribe circles
nine needles,nine needles,tool,1,kieckhefer_clm849,,p. 108–109,,"quote: """"fix the needles in the image, placing one in the head, another in the right shoulder... ninth in the anus."""""
note (of grammar),Note (of Grammar),tool,1,ars_notoria,,8,,"quote: ""The First Note of Grammar"""
pannus (cloth),pannus (cloth),tool,1,kieckhefer_clm849,,231–234,,"function: receptacle for spirit names, worn under head"
pelu (stone slab),pelu (stone slab),tool,1,kieckhefer_clm849,,49v-50r,,function: surface for resin incense and inscribed characters
pentagon,Pentagon,tool,1,liber_juratus,,64,,"quote: ""in medio circulorum, scilicet in centro, fac unum pentagonum talem: ★"""
pentagram,Pentagram,tool,1,kieckhefer_clm849,,"CLM 849, experiments nos. 6,10,22,23",,function: used as seat for master and boy; protective symbol
planchette,planchette,tool,1,garnier_1909,,218,,"quote: ""methods of invoking the spirits as table turning and of receiving their answers by means of a planchette were """
planchette apparatus,Planchette apparatus,tool,1,garnier_1909,,158,,"quote: ""In front of many statues of Buddha there is a table in China on which an apparatus similar to a planchette is """
polished thumbnail/fingernail,polished thumbnail/fingernail,tool,1,kieckhefer_clm849,,"n/a (Munich Handbook Clm 849, Expt. 27)",,"quote: ""scrape well the thumb nail of his left hand with a knife... bind to the same thumb, beneath the nail, a slip w"""
priestly cincture,priestly cincture,tool,1,kieckhefer_clm849,,p.20,,description: A liturgical belt used to bind the magical book during consecration
protective circle,protective circle,tool,1,kieckhefer_clm849,,"p. 258, p. 259, p. 261–263, p. 264–266",,"quote: ""hunc circulum cum hac naui figuram vestram debeatis assumere"""
puer (boy),Puer (boy),tool,1,kieckhefer_clm849,,"46r, 47v, 49r",,function: seer / spirit medium
pugillarem (writing tablet),pugillarem (writing tablet),tool,1,kieckhefer_clm849,,233,,function: for recording spirit’s name and order
rib bone,rib bone,tool,1,kieckhefer_clm849,,,,"quote: """"writing the names of the ‘infernal spirits’ Bel and Ebal on a rib..."""""
ring,ring,tool,1,kieckhefer_clm849,,"p. 42, 59, 61n3, 84, 85, 97, 100, 128, 133, 139, 142, 161 (index)",,function: used in love magic and protection
ring (magic),Ring (magic),tool,1,kieckhefer_clm849,,p.156–157,,function: inscribed with demonic names or spirits
ring (ritual),ring (ritual),tool,1,kieckhefer_clm849,,p. 106,,role: used during conjuration
rings,rings,tool,1,kieckhefer_clm849,,"42, 59, 61–3, 84, 85, 97, 100, 128, 133, 139, 142, 161",,"quote: ""rings, 42, 59, 61–3, 84, 85, 97, 100, 128, 133, 139, 142, 161"""
ritual bond (vinculum),Ritual bond (vinculum),tool,1,kieckhefer_clm849,,178–179,,function: control of evil spirits via divine names
sackcloth and black garments,Sackcloth and black garments,tool,1,liber_juratus,,187,,"quote: ""Then he should put on a sackcloth and black garments..."""
sator-arepo square,SATOR-AREPO square,tool,1,kieckhefer_clm849,,,,role: amulet for gaining favour
sator-arepo-square,Sator-arepo-square,tool,1,kieckhefer_clm849,,49r,,role: magic square used in protective circle
scannum ligneum (wooden stool),Scannum ligneum (Wooden Stool),tool,1,liber_juratus,,258,,"quote: ""And any of them may have a wooden stool higher than the ground by the thickness of a finger"""
seal of god,Seal of God,tool,9,liber_juratus,,"175, 309|28|29|295-296|319",,"quote: ""Besides examples on metal, it can be found in manuscripts and at least one printed edition of the Key of Solom"""
seal of god / seal of the true and living god,Seal of God / Seal of the True and Living God,tool,1,liber_juratus,,65-78,,"purpose: To perform operations, see divine vision"
seal of solomon,Seal of Solomon,tool,2,liber_juratus,,243|page 16,,function: controlling demons; protection and defense
septem candelabra (seven golden candlesticks),Septem Candelabra (Seven Golden Candlesticks),tool,1,kieckhefer_clm849,,[61v],,function: ritual object invoked for power
septem candelabra aurea,Septem candelabra aurea,tool,1,kieckhefer_clm849,,62r,,role: celestial symbols invoked in binding Mirage
serraginem,serraginem,tool,1,kieckhefer_clm849,,283 (No. 22),,"quote: ""...accipietc magister serraginem bene mundatam intus et extra..."""
seven equal swords,seven equal swords,tool,1,liber_juratus,,249,,"quote: ""the censer, the incense, 7 gladios equales, (1) si possis claros"""
shining sword,shining sword,tool,2,kieckhefer_clm849,,no. 6,Shining sword|shining sword,"quote: ""carrying a shining sword... one must trace circles in a remote place. When this is done, inscribe sixteen name"""
shoulderblade (animal),shoulderblade (animal),tool,1,kieckhefer_clm849,,,,"quote: """"this shoulderblade should be from an ass, a hare, a goose or a capon..."""""
sigil,sigil,tool,1,liber_juratus,,19,,"quote: ""Engrave on the sigil the name of the angel and the wind serving the Moon"""
sigillum et ligacio,Sigillum et ligacio,tool,1,liber_juratus,,268,,"quote: ""Sigillum et ligacio Bethala suspensus in ethera, payga. permyga. percuretaih. perrenay."""
sigillum salomonis,Sigillum Salomonis,tool,2,kieckhefer_clm849|liber_juratus,yes,28|61r–v,,role: seal used in binding spirits
sigillum salomonis (seal of solomon),Sigillum Salomonis (Seal of Solomon),tool,1,kieckhefer_clm849,,[61v],,function: used to bind demons
sigillum terre,Sigillum Terre,tool,1,liber_juratus,,281-282,,purpose: To assemble infernal ones
sign of the cross,sign of the cross,tool,1,kieckhefer_clm849,,text body (Roger Bacon + Johann von Frankfurt),,function: compels demons; expels demons
sign of the lord,Sign of the Lord,tool,1,liber_juratus,,212,,"quote: ""You must have the Sign of the Lord in your right hand, neatly composed and consecrated"""
signum domini,Signum Domini,tool,1,liber_juratus,,28,,"quote: ""Signum Domini, CXV.2, CXXIX.4, CXXXIII.46, CXXXVII.22."""
signum sancte crucis,signum sancte crucis,tool,2,kieckhefer_clm849,,"304–305|[54r], [136v]",Signum sancte crucis|signum sancte crucis,function: used to invoke divine protection · role: sign of the cross made on forehead
spatula,spatula,tool,1,kieckhefer_clm849,,fols 32r-33r,,"quote: ""lingna ex spina alba vel lingna que vagantur in aquis... et faciat inde ignem"""
spatula arietis dextram (right shoulder blade of ram),spatula arietis dextram (right shoulder blade of ram),tool,1,kieckhefer_clm849,,47v–48r,,role: divinatory implement
speculum,speculum,tool,1,kieckhefer_clm849,,62v,,"quote: ""Postea accipe speculum, et line ipsum cum oleo oliue cum pollice,"""
speculum calibeum limpidum et politum,speculum calibeum limpidum et politum,tool,1,kieckhefer_clm849,,280–281 (No. 20),,"quote: ""...habeas tecum speculum calibeum limpidum et politum, factum luna 4a uel 7a vel xiija.a..."""
speculum floron (first version),speculum Floron (first version),tool,1,kieckhefer_clm849,,fols 37r-38r,,"quote: ""Fac fieri speculum de puro calibe, ad mensuram palme vnius in rotundo; habeatque manubrium ad tenendum..."""
speculum floron (second version),speculum Floron (second version),tool,1,kieckhefer_clm849,,fols 38r-39v,,"quote: ""Fac fieri speculum de puro calibe, ad mensuram palme vnius in rotundo..."""
speculum lilit,speculum Lilit,tool,1,kieckhefer_clm849,,fol 42r-43r,,"quote: ""Istud vero speculum debet formari ad modum Clypei... hec nomina depingantur: Deus sanctus, deus omnipotens..."""
stola (stole),stola (stole),tool,1,kieckhefer_clm849,,53r,,function: ritual binding of book
stole,stole,tool,1,kieckhefer_clm849,,p.20,,description: A liturgical vestment used to bind the book during consecration
stoles,Stoles,tool,1,kieckhefer_clm849,,178–179,,function: binding agent in exorcism
sword,sword,tool,8,kieckhefer_clm849,,"144–147|26r|CLM 849, experiments nos. 6,11|Munich Handbook, CLM 849|p. 371 (97r), p. 375 (99v)",Sword|sword,"description: symbolizes authority; held by demon during instruction, returned at end · function: used in conjuration; carried away after ritual; used in circle diagrams (positioned over pentagram); ritual implement · role: used to draw protective circle; ritual implement; used for circles, blessing, cutting"
sword (for circle),sword (for circle),tool,1,kieckhefer_clm849,,p. 106,,role: used to trace protective circle
sword (magnificent),sword (magnificent),tool,1,kieckhefer_clm849,,experiment no. 11,,function: used to trace invisibility circle
sword (ritual circle for ring ritual),sword (ritual circle for ring ritual),tool,1,kieckhefer_clm849,,experiment no. 10,,function: used to inscribe names and trace circle
sword (ritual tool),sword (ritual tool),tool,1,kieckhefer_clm849,,p. 78–79,,role: protective and symbolic
sword (ritual),sword (ritual),tool,1,kieckhefer_clm849,,experiments 38–40,,"role: used for blessing, protection, and exodus"
swords,swords,tool,3,kieckhefer_clm849|liber_juratus,yes,"33, 35, 38, 42, 249, 257-263, 269, 271, 295, 297|38|42, 47–50, 59, 60, 62, 72, 84, 88, 98, 101, 104, 110–12, 117–9, 159, 160, 171, 173",Swords|swords,"quote: ""swords, 42, 47–50, 59, 60, 62, 72, 84, 88, 98, 101, 104, 110–12, 117–9, 159, 160, 171, 173"""
tablet,tablet,tool,1,kieckhefer_clm849,,145,,function: recording medium for spirit’s teachings
tablet (for writing),tablet (for writing),tool,1,kieckhefer_clm849,,"Munich Handbook, CLM 849",,description: used to record spirit’s name and order
tau,Tau,tool,1,liber_juratus,,64,,"quote: ""in cuius medio sit signum “tau” tale"""
tetragrammaton,Tetragrammaton,tool,2,kieckhefer_clm849,,58|text body (Roger Bacon treatise),,function: compels demons to adopt pleasing forms
theban alphabet,Theban alphabet,tool,1,liber_juratus,,page 14,,"quote: ""This so-called Theban alphabet is clearly based on the Latin alphabet, not Greek."""
three-legged stool,three-legged stool,tool,1,kieckhefer_clm849,,experiments 38–40,,role: seat for medium in circle rituals
thurible,Thurible,tool,1,kieckhefer_clm849,,,,"quote: ""place incense and myrrh in a thurible (presumably of gold)"""
thuribulum (censer),Thuribulum (Censer),tool,1,liber_juratus,,"259, 263",,"quote: ""place incense on the glowing charcoals in the censer"""
triple circular band with cross,triple circular band with cross,tool,1,kieckhefer_clm849,,105v,,function: ritual circle for spirit conjuration
tripod stool,tripod stool,tool,1,kieckhefer_clm849,,"p. 371 (97r), p. 375 (99v)",,role: ritual seat
vessels,vessels,tool,1,kieckhefer_clm849,,"5, 28, 59, 78, 85, 86, 103, 108, 112",,"quote: ""vessels, 5, 28, 59, 78, 85, 86, 103, 108, 112"""
virgo iuvenis (young virgin),virgo iuvenis (young virgin),tool,1,kieckhefer_clm849,,"45v, 46r, 47r",,function: seer / spirit medium
virgula (wand),Virgula (Wand),tool,1,liber_juratus,,"259, 260",,"quote: ""magister tenens baculum lauri vel coruli illius anni in manu dextra"""
vppupa (turtle dove),Vppupa (turtle dove),tool,1,kieckhefer_clm849,,fol. 15v–17r,,function: used as binding agent in banquet ritual
wand,wand,tool,1,liber_juratus,,"14, 33, 38, 42, 259-263, 297",,"quote: ""wand (laurel or hazel), 14, 33, 38, 42, 259-263, 297"""
wand (virga),Wand (Virga),tool,1,liber_juratus,,296-297,,"quote: ""Virga autem sit quadrata, et in uno latere scribatur in summitate Adonay; on the second side Sabaoth; on 3 His"""
wand of laurel or hazel,Wand of laurel or hazel,tool,1,liber_juratus,,38,,"quote: ""Wand of laurel or hazel... the hazel rod/switch (virga avellane) should be the length of the master’s arm, ext"""
wand/sword/whistle/magic circle,wand/sword/whistle/magic circle,tool,1,liber_juratus,,42,,"quote: ""hazel wand, seals of spirits, incense offerings, magic circles, swords, and whistle."""
wax image,wax image,tool,1,kieckhefer_clm849,,p. 102–103,,role: used in love magic and judicial cases
whistle,Whistle,tool,2,liber_juratus,,39|64b-65a,,"quote: ""Whistle: It is sounded and struck at various points in the ritual to call the spirits. It is not used with the"""
whistle (sibilum),Whistle (Sibilum),tool,1,liber_juratus,,296-297,,"quote: ""Fac sibilum de ere albo vel de argento vel de auro vel avellana, et sit eptagonum, id est septem latera habens"""
white-handled knife,white-handled knife,tool,2,kieckhefer_clm849,,p. 108,,purpose: for image-making ritual; for image-making
alchemists,Alchemists,unknown,1,scot_1584,,Page 409-410,,description: A group criticized for their vain hopes and the destruction of wealth through their art.
angel princes,angel princes,unknown,1,taschen_2003,,page 322,,description: Angels placed above the four winds.
astral magic,astral magic,unknown,1,kieckhefer_clm849,,p. 211,,"quote: ""...necromancy clearly did borrow techniques, however superficially, from the traditions of astral magic derive"""
blue rose,Blue Rose,unknown,1,taschen_2003,,,,description: The 'flower of wisdom'; signifies a moist state of matter and is a modification of saturnine black.
bodin,Bodin,unknown,1,scot_1584,,page 143,,description: The argument-that-witches-confessions-are-invalid-due-to_the_unreliability-of-the-mind-under-the-influence-of-_the_melancholic-humor.
cardanus,Cardanus,unknown,1,scot_1584,,page 309-310,,description: A scholar who derides magic fables and identifies illusions in conjuration.
critique of conjuration,Critique of Conjuration,unknown,1,scot_1584,,Page 635-636,,description: The author's argument that many magicians are actually in compact with the Devil and that their 'charms' are merely disguises for demonic contracts. 
earth's tone,Earth's Tone,unknown,1,taschen_2003,,page 46,,description: A specific musical sequence (Mi Fa Mi) assigned by Kepler to the Earth.
evil spirits,evil spirits,unknown,1,taschen_2003,,page 322,,description: Spirits ruling over the winds.
four elements,the four elements,unknown,1,taschen_2003,,page 322,,"description: Fundamental components of the material world, linked to directions, humours, and stages of the alchemical work."
four humours,the four humours,unknown,1,taschen_2003,,page 322,,description: Biological fluids linked to elements and directions.
four stages of the hermetic work,the four stages of the hermetic Work,unknown,1,taschen_2003,,page 322,,description: Stages in the alchemical process.
four winds,the four winds,unknown,1,taschen_2003,,page 321,,"description: Winds associated with directions, elements, and humours."
holy spirit as fire,The Holy Spirit as Fire,unknown,1,scot_1584,,page 456,,description: Metaphorical representation of the spirit as fire that purifies and cleanses.
holy spirit as slumber/drunkenness,The Holy Spirit as Slumber/Drunkenness,unknown,1,scot_1584,,page 457,,"description: A spirit of slumber, giddiness, and error."
holy spirit as wind/breath,The Holy Spirit as Wind/Breath,unknown,2,scot_1584,,page 457,,"description: The Hebrew word r'ach signifies spirit, wind, blast, or breath."
honni the circle-drawer,Honni the Circle-Drawer,unknown,1,kieckhefer_clm849,,"p. 210, n. 17",,role: Jewish miracle worker
isaie/isaiah,Isaie/Isaiah,unknown,1,scot_1584,,page 455,,description: A prophet whose words are used to describe the Holy Spirit as water and fire.
john dee,John Dee,unknown,1,taschen_2003,,page 319,,description: An occultist whose encryption techniques in Monas Hieroglyphica are compared to Joyce's linguistic methods.
jupiter,Jupiter,unknown,1,taschen_2003,,page 147,,"description: Promises good fortune and wealth, associated with the phase of multiplication in the Work, associated with his children are the great dignitaries of society."
latona,Latona,unknown,1,taschen_2003,,page 40,,description: A code name for the prima materia during the phase of putrefaction and blackening (nigredo).
malleus maleficarum,Malleus maleficarum,unknown,1,kieckhefer_clm849,,"p. 203, n. 31",,"quote: ""The Malleus maleficarum, ii.1.4, pp. 109–14, discusses the nature of these assumed bodies..."""
mercurius,Mercurius,unknown,1,taschen_2003,,page 40,,description: Identified with the Moon (Luna).
monas hieroglyphica,Monas Hieroglyphica,unknown,1,taschen_2003,,page 319,,description: A work by John Dee containing encryption techniques and symbolic structures.
moon,Moon,unknown,1,taschen_2003,,page 40,,description: A celestial body that acts as a collecting tank or well for sunlight; associated with Mercurius (Luna) and the lunar tincture. · function: collecting tank of living water
moses,Moses,unknown,1,scot_1584,,/page 457,,description: A biblical figure whose words are used to discuss the punishment for lack of the spirit.
mother baker,Mother Baker,unknown,1,scot_1584,,Page 207/208,,"description: A woman identified as a famous witch in Kent, accused of using waxen images to harm others."
